text,intent
do you offer bike storage is it close to the rooms,parking_info
do you have parking do I need to book,parking_info
what is the fee for free parking is it close to the rooms,parking_info
can I reserve covered parking is it near the lobby,parking_info
do you have covered parking is it limited,parking_info
how much is electric car charging per day,parking_info
what is the cost of private parking is it near the lobby,parking_info
is there handicap parking do I need to book,parking_info
what is the fee for underground parking is it close to the rooms,parking_info
what is the cost of valet parking is it gated,parking_info
what is the fee for electric car charging is it gated,parking_info
how much is on-site parking per night do I need to book,parking_info
can I reserve electric car charging do I need to book,parking_info
is there street parking is it close to the rooms,parking_info
do you have parking is it safe,parking_info
is there garage is it near the lobby,parking_info
is there covered parking is it near the lobby,parking_info
what is the fee for private parking is it close to the rooms,parking_info
do you have nearby parking is it 24/7,parking_info
is free parking secure is it near the lobby,parking_info
what is the cost of valet parking is it 24/7,parking_info
do you have underground parking is it underground,parking_info
do you offer parking is it monitored,parking_info
what is the fee for parking,parking_info
is free parking available is it safe,parking_info
do you offer covered parking is it 24/7,parking_info
how much is on-site parking per day,parking_info
how much is street parking per night is it near the lobby,parking_info
how much is garage per night is it near the lobby,parking_info
is electric car charging secure do you validate tickets,parking_info
what is the cost of covered parking is it monitored,parking_info
is there street parking is it 24/7,parking_info
is EV charging free do I need to book,parking_info
do you offer parking is it gated,parking_info
is bike storage secure is it close to the rooms,parking_info
do you have valet parking is it 24/7,parking_info
is nearby parking free is it limited,parking_info
do you have nearby parking is it monitored,parking_info
what is the fee for valet parking is it underground,parking_info
do you have on-site parking is it underground,parking_info
